"event_type_name","event_site_name","start_antenna_id","end_antenna_id","start_ant_group","end_ant_group","ant_config","non_ascent"
"Observation","PRA2 - Priest Rapids Adult East Ladder","04","02","LEFT [EAST] LADDER WEIR 7","LEFT [EAST] LADDER WEIR 3",110,NA
"Observation","RIA2 - Rock Island Adult Middle Ladder","07","06","MIDDLE LADDER BAFFLE 2","MIDDLE LADDER BAFFLE 4",100,NA
"Observation","RRF - Rocky Reach Fishway","03","02","WEIR 4","WEIR 6",100,NA
"Observation","WEA2 - Wells Dam, DCPUD Right Adult Ladder","07","05","RIGHT LADDER POOL 67","RIGHT LADDER POOL 68",120,NA
"Observation","LMR - Lower Methow River at Pateros","A2","A2","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"Observation","MCJ - McNary Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",160,NA
"Observation","BCC - BON PH2 Corner Collector","01","01","15X15 FULL-FLOW ANTENNA","15X15 FULL-FLOW ANTENNA",100,NA
"Observation","The Dalles Adult Fishways (combined)","02","01","Counting Window","Counting Window",100,NA
"Observation","DWL - Dworshak NFH adult trap","A1","A2","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"Observation","SC1 - Lower SF Clearwater R at rkm 1","B2","B2","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"Observation","SC2 - Lower SF Clearwater R at rkm 2","A1","A1","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"Observation","DRM - Deschutes River mouth","0A","04","Downstream Array","Upstream Array",100,NA
"Observation","JDJ - John Day Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",160,NA
"Observation","LLR - Lower Lemhi River","A3","A3","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"Observation","TMF - Three Mile Falls Dam Combined","01","01","ADULT FISH LADDER","ADULT FISH LADDER",100,NA
"Observation","RIA3 - Rock Island Adult Right Ladder","0B","0A","RIGHT LADDER BAFFLE 2","RIGHT LADDER BAFFLE 4",100,NA
"Observation","PRA1 - Priest Rapids Adult West Ladder","08","05","RIGHT [WEST] LADDER WEIR 5","RIGHT [WEST] LADDER WEIR 3",110,NA
"Observation","GRJ - Lower Granite Dam Juvenile","A1","92","A-SEPARATOR GATE","DIVERSION RIVER EXIT",140,NA
"Observation","LAP - Lapwai Creek, near its mouth","A1","A1","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","JUL - Potlatch River near Juliaetta","A6","A1","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"Observation","SWT - Sweetwater Cr. near its mouth","B2","B1","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","MIS - Mission Creek","C2","C2","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"Observation","TWX - Estuary Towed Array (Exp.)","C6","C3","MATRIX TRAWL [CURRENT]","MATRIX TRAWL [CURRENT]",170,NA
"Observation","JOC - Joseph Creek ISA @ km 3","A4","A2","DOWNSTREAM LEFT","UPSTREAM CENTER",100,NA
"Observation","TFH - Tucannon Fish Hatchery","0C","0C","Downstream Array D","Downstream Array D",110,NA
"Observation","HYC - Hayden Creek In-stream Array","A2","A2","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"Observation","B2J - Bonneville PH2 Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",150,NA
"Observation","SFG - SF Salmon at Guard Station Br.","A1","A1","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"Observation","KRS - SF Salmon River at Krassel Cr.","A3","A3","IN-RIVER PASS-OVER MUX ARRAY","IN-RIVER PASS-OVER MUX ARRAY",110,NA
"Observation","MTR - Middle Tucannon River","B2","B2","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","ROZ - Roza Diversion Dam (Combined)","01","01","UPSTREAM WEIR","UPSTREAM WEIR",110,NA
"Observation","RRJ - Rocky Reach Dam Juvenile","B5","B6","DSM BYPASS SURFACE COLLECTOR","DSM BYPASS SURFACE COLLECTOR",150,NA
"Observation","TUF - Tumwater Dam Adult Fishway","A2","A1","WEIR 14","WEIR 17",100,NA
"Observation","WEA1 - Wells Dam, DCPUD Left Adult Ladder","04","04","LEFT LADDER POOL 67","LEFT LADDER POOL 67",120,NA
"Observation","RIA1 - Rock Island Adult Left Ladder","04","02","LEFT LADDER BAFFLE 2","LEFT LADDER BAFFLE 4",100,NA
"Observation","CHW - Chiwaukum Creek","05","02","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","ENL - Lower Entiat River","24","22","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","NAL - Lower Nason Creek","65","62","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","ENM - Middle Entiat River","52","55","UPPER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"Observation","LWE - Lower Wenatchee River","B6","B6","UPSTREAM ANTENNA ARRAY","UPSTREAM ANTENNA ARRAY",110,NA
"Observation","CHL - Lower Chiwawa River","86","86","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"Observation","CHU - Upper Chiwawa River","92","92","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","NAU - Upper Nason Creek","43","43","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","CHM - Chumstick Creek","F2","F1","MIDDLE ANTENNA","UPSTREAM ANTENNA",100,NA
"Observation","RCT - Roaring Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"Observation","PES - Peshastin Creek","16","11","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","LRW - Lemhi River Weir","A2","A2","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"Observation","MWE - Middle Wenatchee River","75","72","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"Observation","MAD - Mad River, Entiat River Basin","35","35","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"Observation","UCT - Upper Chiwawa Temporary Array","F1","F1","Instream Array","Instream Array",100,NA
"Observation","BCP - Butcher Creek Acclimation Pond","02","02","POND EXIT","POND EXIT",100,NA
"Observation","GLC - Gold Creek, Methow River","E5","E4","LOWER IN-STREAM ARRAY","MIDDLE IN-STREAM ARRAY",110,NA
"Observation","UWE - Upper Wenatchee River","B5","B5","IN-STREAM ARRAY","IN-STREAM ARRAY",110,NA
"Observation","ICL - Lower Icicle Instream Array","B4","B4","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"Observation","WTL - White River, Wenatchee Basin","B6","B6","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","BGM - Burlingame Dam and Canal","F4","F3","ADULT FISHWAY","ADULT FISHWAY",110,NA
"Observation","ENA - Upper Entiat River at rkm 17.1","45","42","DOWNSTREAM ANTENNA ARRAY","UPSTREAM ANTENNA ARRAY",100,NA
"Observation","BBT - Touchet River at Bolles Bridge","F1","F1","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","MCD - Mill Creek Diversion Project","A2","02","DIVISION WORKS FISH LADDER","DIVERSION DAM FISH LADDER",160,NA
"Observation","YHC - Yellowhawk Creek","A1","A1","INSTREAM ANTENNA AT HEADGATE","INSTREAM ANTENNA AT HEADGATE",100,NA
"Observation","ENF - Upper Entiat River at rkm 40.6","81","81","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","NBA - Nursery Bridge Adult","02","02","EAST [NEW] LADDER","EAST [NEW] LADDER",150,NA
"Observation","WW1 - Harris Bridge S F Walla Walla","02","01","RIGHT","LEFT",130,NA
"Observation","WW2 - SF Walla Walla at Bear Creek","02","02","RIGHT","RIGHT",110,NA
"Observation","LWN - Little Wenatchee River","B4","B1","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","CCT - Chikamin Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"Observation","ENS - Upper Entiat River at rkm 35.7","66","62","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","KCB - Kiwanis Camp Bridge, Mill C","02","02","COIL 2","COIL 2",100,NA
"Observation","BMT - Big Meadow Temporary Array","01","01","Single Antenna","Single Antenna",100,NA
"Observation","LWD - Lowden Diversion Dam","12","12","FISH LADDER ENTRANCE","FISH LADDER ENTRANCE",100,NA
"Observation","UPT - Upper Peshastin Temporary Arr.","01","01","Instream Array","Instream Array",100,NA
"Observation","TCT - Tronsen Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"Observation","PRO - Prosser Diversion Dam Combined","02","01","LEFT BANK LDR COUNTING WINDOW","LEFT BANK LDR COUNTING WINDOW",110,NA
"Observation","IR1 - Lower Imnaha River ISA @ km 7","B4","B4","STREAM BANK RIGHT","STREAM BANK RIGHT",100,NA
"Observation","IR2 - Lower Imnaha River ISA @ km 10","A5","A5","STREAM BANK RIGHT","STREAM BANK RIGHT",100,NA
"Observation","SHK - Shitike Creek PIT Array","02","02","PIT Tag Array","PIT Tag Array",100,NA
"Observation","SCP - Spring Creek Acclimation Pond","F3","F1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",110,NA
"Observation","STL - Sawtooth Hatchery Adult Trap","A3","A1","KEYWAY 1 - ORIFICE","KEYWAY 3 - ORIFICE",100,NA
"Observation","85M - Eightmile Ck at Fivemile Ck","F4","F6","Upstream Eightmile Ck","Downstream Eightmile Ck",100,NA
"Observation","MJ1 - Middle Fork John Day Array","A1","A1","Upstream Array","Upstream Array",110,NA
"Observation","RCL - Rock Creek (WA) at rkm 5","A5","A6","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"Observation","VC2 - Valley Creek, Downstream Site","02","02","SPEEDBUMP ANTENNA ARRAY","SPEEDBUMP ANTENNA ARRAY",110,NA
"Observation","VC1 - Valley Creek, Upstream Site","04","04","Downstream Array","Downstream Array",110,NA
"Observation","TAY - Big Creek at Taylor Ranch","B4","B4","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"Observation","ZEN - Secesh River at Zena Cr. Ranch","B2","A3","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",110,NA
"Observation","LMA - Lower Monumental Adult Ladders","04","03","Right Ladder","Right Ladder",100,NA
"Observation","GOA - Little Goose Fish Ladder","02","01","Counting Window","Counting Window",100,NA
"Observation","FDD - Feed Diversion Dam","B1","B2","UPPER DAM NOTCH","LOWER DAM NOTCH",100,NA
"Observation","MCL - Lower Mission Creek Instream","B4","B1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","RFP - Rolfing Acclimation Pond","03","01","POND EXIT","POND EXIT",110,NA
"Observation","ESS - EFSF Salmon River at Parks Cr.","A2","A2","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","BSC - Big Sheep Creek ISA at km 6","A2","A4","UPSTREAM RIGHT","DOWNSTREAM RIGHT",100,NA
"Observation","PRV - Walla Walla R at Pierce RV Prk","A1","A1","ARRAY","ARRAY",100,NA
"Observation","RZF - Roza Dam Fishway","03","01","DOWNSTREAM WEIR","UPSTREAM WEIR",100,NA
"Observation","RCS - Rock Creek (WA) at rkm 14","B6","B6","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"Observation","USI - Upper Salmon River at rkm 460","A1","A1","ARRAY","ARRAY",100,NA
"Observation","IR3 - Upper Imnaha River ISA @ km 41","C4","C4","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"Observation","ACM - Asotin Creek near mouth","F3","F1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","HLM - Potlatch River near Helmer","A1","A3","UPPER LEFT 20-FT ANTENNA","LOWER LEFT 20-FT ANTENNA",100,NA
"Observation","KHS - Big Bear Cr. @ Kendrick HS","A5","A2","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",110,NA
"Observation","MWC - Maxwell Canal","A1","B1","HEADGATE","DIVERSION SCREEN",100,NA
"Observation","SAT - Lower Satus Creek","13","12","Downstream","Upstream",100,NA
"Observation","UGR - Upper Grande Ronde at rkm 155","A5","A5","SINGLE ARRAY","SINGLE ARRAY",100,NA
"Observation","LBC - Libby Creek, Methow River","C4","C4","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"Observation","UTR - Upper Tucannon River","A1","A1","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","TLT - Tillicum Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"Observation","MRT - Methow River at Twisp","02","02","Upstream array","Upstream array",120,NA
"Observation","BR0 - Bridge Creek Gauge","B2","B2","Downstream","Downstream",100,NA
"Observation","BR1 - Bridge Creek Kiosk","F2","F1","Downstream","Upstream",100,NA
"Observation","BR2 - Bridge Creek Gable","F4","F4","Downstream Bridge Creek","Downstream Bridge Creek",90,NA
"Observation","LRL - Lower Lochsa River Array Site","A1","A1","Instream Array","Instream Array",100,NA
"Observation","158 - Fifteenmile Ck at Eightmile Ck","D6","D1","Downstream Fifteenmile Ck","Upstream Eightmile Ck",100,NA
"Observation","TR1 - Lower Trout Cr - Deschutes","04","04","Middle Array","Middle Array",100,NA
"Observation","TR2 - Trout/Antelope Cr - Deschutes","F3","F1","Trout C. Array","Trout C. Array",100,NA
"Observation","SJ2 - SF John Day (Murderer's)","D6","D6","Murderers Creek","Murderers Creek",100,NA
"Observation","OMK - Omak Creek Instream Array","A2","A2","UPSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"Observation","BR3 - Bridge Creek Ranch","F4","F2","Downstream","Upstream",100,NA
"Observation","MRW - Methow River at Winthrop","B3","B6","UPSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"Observation","TWR - Lwr Twisp Rvr near MSRF Ponds","B6","B3","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","CRW - Chewuch River above Winthrop","05","03","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","SJ1 - SF John Day (Mid)","E1","E1","Upstream","Upstream",100,NA
"Observation","UMR - Upper Mad Rv. Temporary Array","01","01","Instream Array","Instream Array",100,NA
"Observation","URT - Upper Roaring Temporary Array","01","01","Instream Array","Instream Array",100,NA
"Observation","PD1 - Top of Chelan PUD side channel","04","04","PASS THROUGH ANTENNA","PASS THROUGH ANTENNA",100,NA
"Observation","BVC - Beaver Creek, Methow River","B5","B2","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"Observation","LC1 - Lower Lolo Creek at rkm 21","B4","B4","SINGLE ARRAY","SINGLE ARRAY",100,NA
"Observation","ZSL - Zosel Dam Combined","04","03","RIGHT LADDER WEIR 3","RIGHT LADDER WEIR 2",100,NA
"Observation","TOP - Lower Toppenish Creek","26","23","Downstream","Upstream",100,NA
"Observation","NFW - North Fork Walla Walla River","03","03","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"Observation","15D - Fifteenmile Ck at Dry Ck","C6","C6","Downstream Dry Ck","Downstream Dry Ck",100,NA
"Observation","SWK - Lower Swauk Creek","C3","C3","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"Observation","WFC - Wolf Creek, Methow River","11","11","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"Observation","NFT - North Fork Teanaway River","F3","F1","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","LMT - Lower Mainstem Teanaway River","B6","B3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","HST - Touchet River at Harvey Shaw","01","01","Upstream Array","Upstream Array",100,NA
"Observation","USE - Upper Salmon River at rkm 437","B6","B6","ARRAY","ARRAY",100,NA
"Observation","LC2 - Upper Lolo Creek at rkm 25","A1","A1","SINGLE ARRAY","SINGLE ARRAY",100,NA
"Observation","HRM - Hood River Mouth","F3","F3","MIDDLE","MIDDLE",100,NA
"Observation","YFK - Yankee Fork Salmon River","A4","A2","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","MSH - Methow Fish Hatchery Outfall","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"Observation","15R - Fifteenmile Ck at Ramsey Ck","E2","E4","Downstream Ramsey Ck","Upstream Fifteenmile Ck",100,NA
"Observation","MDR - McDonald Road Bridge","01","01","Single Array","Single Array",100,NA
"Observation","MRC - Methow River at Carlton","06","06","Single Array","Single Array",100,NA
"Observation","John Day Dam Adult Fishways (combined)","07","04","WEIR 246","WEIR 181",100,NA
"Observation","BPC - Bonaparte Creek Instream Array","C3","C1","Three Antenna Series","Three Antenna Series",100,NA
"Observation","3D4 - Bottom of 3D Side Channel","13","13","Pass Through Antenna","Pass Through Antenna",100,NA
"Observation","HN3 - Bottom Harrison Side Channel","09","09","Pass Through Antenna","Pass Through Antenna",100,NA
"Observation","HN2 - Middle Harrison Side Channel","08","08","Pass Through Antenna","Pass Through Antenna",100,NA
"Observation","PD2 - Bot of Chelan PUD side channel","03","03","PASS THROUGH ANTENNA","PASS THROUGH ANTENNA",100,NA
"Observation","MVP - Mid-Valley Acclimation Pond","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"Observation","OKL - Lower Okanogan Instream Array","0C","06","Downstream Array","Upstream Array",100,NA
"Observation","JOH - Johnson Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"Observation","EWC - Early Winters Creek rkm 0.36","B5","B3","Downstream Array","Upstream Array",100,NA
"Observation","LLC - Loup Loup Creek Instream Array","D3","D3","Three Antenna Series","Three Antenna Series",100,NA
"Observation","FDC - Feed Canal","B3","B3","DIVERSION SCREEN","DIVERSION SCREEN",100,NA
"Observation","TAN - Taneum Creek Instream","03","03","Single Antenna","Single Antenna",120,NA
"Observation","OKC - Okanagan River at VDS-3","A3","A3","CHANNEL-WIDTH ARRAY","CHANNEL-WIDTH ARRAY",100,NA
"Observation","CHP - Chiwawa Acc. Pond","01","01","POND 2","POND 2",110,NA
"Observation","SR2 - Bot of Entiat R side channel","01","01","SINGLE ANTENNA","SINGLE ANTENNA",100,NA
"Observation","SR1 - Top of Entiat R side channel","02","02","SINGLE ANTENNA","SINGLE ANTENNA",100,NA
"Observation","DSF - Deschutes Sherars Falls","02","01","Main Fishway","Main Fishway",100,NA
"Observation","WSR - Warm Springs River PIT Array","01","04","PIT Tag Array","PIT Tag Array",100,NA
"Observation","DBO - Bakeoven Ck Deschutes Trib","A6","A4","Downstream","Upstream",100,NA
"Observation","LFF - Lyle Falls Fishway","03","01","BYPASS CHANNEL","BYPASS CHANNEL",100,NA
"Observation","DBH - Buck Hollow Ck Deschutes Trib","96","95","Downstream","Middle",100,NA
"Observation","BBP - Blackbird Pond Accl. Site","01","01","Pond Outfall","Pond Outfall",100,NA
"Observation","LTP - Lower Twisp Acclimation Pond","03","03","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"Observation","LBT - Little Bridge Creek (Twisp R.)","02","01","Downstream","Upstream",100,NA
"Observation","TY1 - Low Flow Top of Tyee Channel","14","14","Low Flow Top","Low Flow Top",100,NA
"Observation","MWF - Whitefish SC in Methow River","E1","E1","Upper Site - Upper Array","Upper Site - Upper Array",100,NA
"Observation","HSU - Hancock Springs Upper","A1","A2","Hancock Springs 01","Hancock Springs 01",100,NA
"Observation","HSM - Hancock Springs Middle","B2","B2","Hancock Springs 02","Hancock Springs 02",100,NA
"Observation","WPC - Wimpey Creek, Lemhi R. Basin","01","01","Upstream Array","Upstream Array",100,NA
"Observation","SUN - Sunnyside Instream Array","08","08","Upstream Array","Upstream Array",100,NA
"Observation","TNK - Tunk Creek Instream Array","A1","A1","Single Antenna","Single Antenna",100,NA
"Observation","CRT - Crooked River Satellite Fac.","A1","A2","ADULT RETURN LADDER","ADULT RETURN LADDER",100,NA
"Observation","SC3 - South Fork Clearwater Site 3","05","05","Single Array","Single Array",100,NA
"Observation","UMF - Umatilla R below Feed Dam","02","02","Streamwidth array","Streamwidth array",100,NA
"Observation","FST - Foster Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"Observation","CLC - Clear Creek near Kooskia NFH","04","03","Clear Creek Array","Clear Creek Array",100,NA
"Observation","WPT - White Pine Temporary Array","01","01","Instream Array","Instream Array",100,NA
"Observation","COP - Lower Coppei Instream Array","02","02","Downstream Array","Downstream Array",100,NA
"Observation","GRS - Lower Granite Dam Spillway","09","09","Downstream","Downstream",100,NA
"Observation","EVL - Eagle Valley Ranch - Lower","04","01","Downstream Array","Upstream Array",100,NA
"Observation","EVU - Eagle Valley Ranch - Upper","06","03","Downstream Array","Upstream Array",100,NA
"Observation","BHC - Bohannon Creek Lemhi R Basin","02","01","Downstream Antenna","Upstream Antenna",120,NA
"Observation","HS2 - Bottom side channel near ENFH","01","01","Bottom Antenna","Bottom Antenna",100,NA
"Observation","HS1 - Top of side channel near ENFH","01","01","Top Antenna","Top Antenna",100,NA
"Observation","CMP - Camp Creek at rkm 2 - Imnaha","C3","C2","Downstream Array","Upstream Array",100,NA
"Observation","UMT - Upper main stem Teanaway River","15","12","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","CCW - Catherine Creek Ladder/Weir","C2","C1","Bottom Ladder Antenna","Top Ladder Antenna",100,NA
"Observation","KEN - Kenney Creek In-stream Arrays","A1","A5","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"Observation","WR1 - Wallowa River at river km 14","A5","A6","Mid-Right","Right Bank",100,NA
"Observation","SA1 - Salmon Creek Instream Array","B3","B1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"Observation","CZY - Crazyman Creek at 0.6 km","A2","A2","Upstream Array","Upstream Array",100,NA
"Observation","COC - Cow Creek ISA @ stream mouth","A2","A1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"Observation","CRC - Carmen Creek, Salmon R. Basin","03","03","Upstream Array","Upstream Array",100,NA
"Observation","3D1 - Top of 3D Side Channel","10","10","Pass Through Antenna","Pass Through Antenna",100,NA
"Observation","CRU - Upper Chewuch Instream Array","06","03","Downstream Array","Upstream Array",100,NA
"Observation","WL2 - Bottom of Wilson Creek channel","05","05","SINGLE ANTENNA","SINGLE ANTENNA",100,NA
"Observation","BHL - Adult Fishway at BONH","01","01","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"Observation","LOR - Lost River at rkm 0.81","F4","F5","Downstream Array","Downstream Array",100,NA
